"VendorID","Payment_type","Store_and_fwd_flag","RateCodeID","f.Extra","f.MTA_tax","f.Improvement_surcharge","lpep_pickup_period","Trip_type","lpep_pickup_date","multiouts","f.espeed","f.tlenkm","f.traveltime","f.distHaversine","AnyToll","f.Fare_amount","f.Passenger_count","Passenger_count","tlenkm","Pickup_longitude","Pickup_latitude","Dropoff_longitude","Dropoff_latitude","Fare_amount","espeed","Tip_amount","Tolls_amount","lpep_pickup_time","traveltime","distHaversine","AnyTip","Total_amount"
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.91291264,-73.9221496582031,40.6797256469727,-73.916130065918,40.6562995910645,9,16.9136862967742,2,0,9,10.3333333333333,2.65684688336995,"AnyTip Yes",11.8
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.39792256,-73.9558486938477,40.8127861022949,-73.9372329711914,40.8077964782715,7,18.6851108571429,0,0,9,7.7,1.66391739521522,"AnyTip No",7.8
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-[0,1]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-2",2,0.49889664,-73.9338989257812,40.853946685791,-73.9309997558594,40.8506317138672,3,20.409408,0,0,9,1.46666666666667,0.442457798390686,"AnyTip No",3.8
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.67371776,-73.9360504150391,40.8037757873535,-73.9321746826172,40.795581817627,5.5,13.8514573241379,0,0,9,7.25,0.968857295845201,"AnyTip No",6.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll No","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,13.24490112,-73.9562377929688,40.747486114502,-74.0145950317383,40.7142066955566,25,40.2716588108108,2.66,5.54,9,19.7333333333333,6.16102494397029,"AnyTip Yes",34
"f.Vendor-Mobile","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,13.679424,-73.9656143188477,40.6832427978516,-73.9900817871094,40.7487411499023,29,30.10142200489,7.45,0,9,27.2666666666667,7.57787143506876,"AnyTip Yes",37.25
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.7702784,-73.8860397338867,40.7474555969238,-73.9061431884766,40.7455368041992,5.5,27.5887542857143,0,0,9,3.85,1.70885083408181,"AnyTip No",6.3
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,3.07384704,-73.7923355102539,40.7065086364746,-73.771728515625,40.710262298584,9.5,16.0840833488372,0,0,10,11.4666666666667,1.7884112794071,"AnyTip No",10.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,10.1388672,-73.9213485717773,40.7665824890137,-73.8217468261719,40.7574119567871,20.5,35.0623649567723,4.26,0,10,17.35,8.45989281921113,"AnyTip Yes",25.56
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period morning","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,10.92744576,-73.8295135498047,40.713550567627,-73.8025283813477,40.7570152282715,21.5,38.9879135143707,4.46,0,10,16.8166666666667,5.34713606442885,"AnyTip Yes",26.76
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,4.97287296,-73.9581604003906,40.7218284606934,-73.9208145141602,40.7467765808105,12,22.9223337464789,2.56,0,11,13.0166666666667,4.19959351528433,"AnyTip Yes",15.36
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.33575552,-73.9439239501953,40.8356552124023,-73.951416015625,40.8253479003906,5.5,16.02906624,0,0,11,5,1.30949076038616,"AnyTip No",6.3
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.1265408,-73.9766235351562,40.6837348937988,-73.9817047119141,40.6825141906738,4.5,21.0131962694301,0,0,11,3.21666666666667,0.449945500931716,"AnyTip No",5.3
"f.Vendor-Mobile","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,9.4951296,-73.8697280883789,40.7491683959961,-73.9668121337891,40.7611236572266,21,24.311853883357,5.45,0,11,23.4333333333333,8.29410236296177,"AnyTip Yes",27.25
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,11.4263424,-73.9216842651367,40.7664070129395,-74.0034332275391,40.7563400268555,21,19.1681419571295,4.36,0,12,35.7666666666667,6.98335788958011,"AnyTip Yes",26.16
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.30356864,-73.9575500488281,40.801197052002,-73.9680633544922,40.8007507324219,5.5,14.2207488,1.26,0,12,5.5,0.88731752594319,"AnyTip Yes",7.56
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,5.40739584,-73.9031295776367,40.7459373474121,-73.9475708007812,40.7562713623047,14,17.9250690828729,0,0,12,18.1,3.92032537474989,"AnyTip No",14.8
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.1265408,-73.917610168457,40.8163032531738,-73.919563293457,40.8236999511719,5.5,14.5360103225806,0,0,12,4.65,0.839675205703836,"AnyTip No",6.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,3.52446336,-73.9419784545898,40.7988319396973,-73.9626617431641,40.7724647521973,9.5,21.324484194958,1.7,0,13,9.91666666666667,3.41386374297301,"AnyTip Yes",12
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.80025856,-73.9743957519531,40.6862335205078,-73.9426803588867,40.6908760070801,8,18.7726830837989,0,0,13,8.95,2.72651110616743,"AnyTip No",8.8
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.83244544,-73.9466781616211,40.8004951477051,-73.9551162719727,40.7793235778809,7.5,27.191476224,0,0,13,6.25,2.46177033734686,"AnyTip No",8.3
"f.Vendor-Mobile","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,1.9312128,-73.9715042114258,40.6964225769043,-73.9656219482422,40.6812515258789,7.5,13.2678741984733,0,0,13,8.73333333333333,1.76030930336644,"AnyTip No",8.3
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.4484096,-73.9727020263672,40.693244934082,-73.9855499267578,40.6910018920898,5.5,15.800832,0,0,13,5.5,1.1128037565357,"AnyTip No",6.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,7.1615808,-73.9477310180664,40.8148536682129,-73.9804611206055,40.7646560668945,18,19.5760750797267,5.64,0,14,21.95,6.23176886441029,"AnyTip Yes",24.44
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(10,26.1]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-Others",6,12.92303232,-73.8938446044922,40.7466926574707,-73.9949417114258,40.6950225830078,25.5,34.5638308707281,5.26,0,14,22.4333333333333,10.2876318572325,"AnyTip Yes",31.56
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.8507456,-73.9231109619141,40.7439002990723,-73.9025802612305,40.7454414367676,6.5,16.7825797481108,0,0,14,6.61666666666667,1.74000683117524,"AnyTip No",7.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,4.79584512,-73.8708648681641,40.7341194152832,-73.9250717163086,40.7445526123047,13,21.3676267722772,3.45,0,14,13.4666666666667,4.71729905128883,"AnyTip Yes",17.25
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.94509952,-73.9273529052734,40.8186683654785,-73.9550323486328,40.8177795410156,8.5,20.707731,0,0,14,8.53333333333333,2.33395743743191,"AnyTip No",9.3
"f.Vendor-Mobile","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.0921472,-73.9610824584961,40.706714630127,-73.9537353515625,40.6917114257812,7,18.7823688778055,1,0,14,6.68333333333333,1.78153906213167,"AnyTip Yes",8.8
"f.Vendor-Mobile","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.4484096,-73.9861679077148,40.6897621154785,-73.9753341674805,40.6810569763184,5.5,21.1962380487805,1,0,14,4.1,1.33244100831315,"AnyTip Yes",7.3
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.7702784,-73.9545745849609,40.7140045166016,-73.9431762695312,40.7066192626953,5.5,24.7015590697674,0,0,14,4.3,1.26529469979202,"AnyTip No",6.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,4.6670976,-73.8720626831055,40.7570495605469,-73.9116516113281,40.7681350708008,11,28.4290209137056,2.95,0,15,9.85,3.55877645107248,"AnyTip Yes",14.75
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,3.57274368,-73.9644546508789,40.8074531555176,-73.9437103271484,40.7988014221191,10,20.0029195147745,2.16,0,15,10.7166666666667,1.99577086589343,"AnyTip Yes",12.96
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.11044736,-73.9606246948242,40.8015670776367,-73.9486618041992,40.7982215881348,5,14.6432618901099,0,0,15,4.55,1.07468555362606,"AnyTip No",5.8
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-[0,1]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,0.94406071941239,-73.7762985229492,40.6458511352539,-73.7763214111328,40.6458511352539,2.5,20.2841090259074,0,0,15,0.0833333333333333,0.00193322055403966,"AnyTip No",3.3
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-(15,40]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,4.77975168,-73.9407653808594,40.6799430847168,-73.9925308227539,40.6898193359375,14,17.1385518406375,0,0,15,16.7333333333333,4.50592628070709,"AnyTip No",14.8
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.49668992,-73.9213409423828,40.7667617797852,-73.9089508056641,40.7749366760254,5.5,18.6438882768166,1.26,0,15,4.81666666666667,1.38536619690035,"AnyTip Yes",7.56
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,10.3802688,-73.9940032958984,40.6814918518066,-73.9558715820312,40.618480682373,22,26.6160738461539,0,0,15,23.4,7.71837527746603,"AnyTip No",22.8
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.5749504,-73.9756927490234,40.6835517883301,-73.9957504272461,40.6954917907715,9,15.3473864900662,2,0,15,10.0666666666667,2.15244646430391,"AnyTip Yes",11.8
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,5.7936384,-73.9606857299805,40.6822357177734,-73.951774597168,40.7253341674805,13.5,23.5142032018038,0,0,15,14.7833333333333,4.85627688947102,"AnyTip No",14.3
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-[0,1]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,0.98169984,-73.9462585449219,40.6803016662598,-73.941764831543,40.6857223510742,4,24.0416287346939,0,0,16,2.45,0.712760292213177,"AnyTip No",4.8
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.91511936,-73.9941101074219,40.6813659667969,-74.0073089599609,40.6812400817871,6,20.9557133617021,1.36,0,16,5.48333333333333,1.11431956898577,"AnyTip Yes",8.16
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-1",1,1.62543744,-73.9616775512695,40.6781311035156,-73.9678726196289,40.6894187927246,5.5,23.5003003373494,1.26,0,16,4.15,1.36102183070624,"AnyTip Yes",7.56
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,9.67215744,-73.9935760498047,40.7026481628418,-74.0066909790039,40.743335723877,21.5,26.8257063050847,2.5,0,16,21.6333333333333,4.6625065218404,"AnyTip Yes",24.8
"f.Vendor-Mobile","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period valley","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-1",1,5.632704,-73.9522094726562,40.7262420654297,-73.9158630371094,40.6998977661133,14,19.802475,0,0,16,17.0666666666667,4.24334450581864,"AnyTip No",14.8
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period afternoon","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(9,14.5]","f.Passenger_count-Others",5,4.87631232,-73.8908157348633,40.7465133666992,-73.8737258911133,40.7652282714844,11.5,29.2091919334443,0,0,17,10.0166666666667,2.53318318635777,"AnyTip No",12.3
"f.Vendor-VeriFone","f.PayType-Credit card","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period afternoon","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(1,5]","f.traveltime-[0,15]","f.distHaversine-[0,5]","AnyToll Yes","f.Fare_amount-(6.5,9]","f.Passenger_count-1",1,2.01168,-73.830436706543,40.7595291137695,-73.8137054443359,40.7532348632812,7,16.09344,1.5,0,17,7.5,1.57525080262575,"AnyTip Yes",9.3
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Standard rate","f.Extra-0","f.MTA_tax_YES","f.Improvement_surcharge_YES","Period afternoon","f.TripType-Street-Hail","2016-01-03","FALSE","f.espeed-(1,25]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(5,10]","AnyToll Yes","f.Fare_amount-(14.5,71.5]","f.Passenger_count-1",1,8.1271872,-73.9194183349609,40.8138618469238,-73.8842926025391,40.8689422607422,20,19.7822000811359,0,0,17,24.65,6.80780179398295,"AnyTip No",20.8
"f.Vendor-VeriFone","f.PayType-Cash","FALSE","Others","f.Extra-0","f.MTA_tax_NO","f.Improvement_surcharge_NO","Period afternoon","f.TripType-Dispatch","2016-01-03","FALSE","f.espeed-(25,130]","f.tlenkm-(5,67.9]","f.traveltime-(15,40]","f.distHaversine-(10,26.1]","AnyToll Yes","f.Fare_amount-[0,6.5]","f.Passenger_count-Others",3,20.30992128,-73.5742568969727,40.7789611816406,-73.4214782714844,40.7267150878906,1,80.4353318019802,0,0,17,15.15,14.1354676182696,"AnyTip No",1
